transaction_id,account_id,timestamp,amount,daily_total_before_txn,daily_limit,tx_count_2min,beneficiary_age_days,is_new_device,is_new_location,failed_login_count_1h,hour_of_day,merchant_risk_score,account_age_days,avg_amount_30d,risk_type,is_fraud,total_after_txn,daily_limit_utilization,amount_to_avg_ratio,daily_limit_breach,large_amount_anomaly,velocity_spike,new_beneficiary_risk,account_takeover_signal,high_merchant_risk,suspicious_hour_activity,failed_login_risk,rule_risk_score,reason_codes,rule_action,rule_action_code,ml_fraud_probability,ml_fraud_score,model_confidence,predicted_fraud,final_risk_score,final_action,final_action_code,final_reason
TXN_001573,ACC_0020,2026-07-01 05:42:53,4133.54,8635.35,50000.0,2,149,0,0,0,5,35,1265,2240.38,NORMAL,0,12768.89,0.2553778,1.845017363125898,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0324216163710959,3,97,0,2,ALLOW,0,NO_RISK_SIGNAL
TXN_001574,ACC_0021,2026-07-01 05:43:15,3120.48,6239.79,100000.0,6,266,0,0,1,5,31,945,2429.67,BENIGN_VELOCITY,0,9360.27,0.0936027,1.2843225623232783,0,0,1,0,0,0,0,0,20,VELOCITY_SPIKE,WARN,1,0.1674678824429448,17,83,0,18,WARN,1,RULE_WARN|VELOCITY_SPIKE
TXN_001575,ACC_0046,2026-07-01 05:43:56,1944.94,12948.09,50000.0,1,98,0,0,0,5,23,1130,1151.84,NORMAL,0,14893.03,0.2978606,1.6885504931240451,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0062498477128059,1,99,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_001576,ACC_0198,2026-07-01 05:44:03,4595.63,35832.41,200000.0,1,101,0,0,0,5,6,867,1652.88,NORMAL,0,40428.04,0.2021402,2.7803772808673344,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.028176659525332,3,97,0,2,ALLOW,0,NO_RISK_SIGNAL
TXN_001577,ACC_0286,2026-07-01 05:44:13,6895.1,7732.21,100000.0,2,662,0,0,0,5,23,427,4787.93,NORMAL,0,14627.31,0.1462731,1.4401004191790607,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001578,ACC_0085,2026-07-01 05:44:17,4964.34,4268.35,50000.0,2,127,0,0,1,5,7,1759,5814.69,NORMAL,0,9232.69,0.1846538,0.8537583258952757,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,4.084955752212389e-05,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001579,ACC_0261,2026-07-01 05:44:21,996.74,24163.55,100000.0,3,154,0,0,1,5,15,451,1008.8,NORMAL,0,25160.29,0.2516029,0.98804520222046,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,6.682358349614987e-05,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001580,ACC_0220,2026-07-01 05:44:38,1592.73,111697.8,500000.0,2,881,0,0,0,5,25,345,2880.33,NORMAL,0,113290.53,0.22658106,0.5529678890960411,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001581,ACC_0111,2026-07-01 05:44:44,6535.23,105996.43,200000.0,4,2,0,0,3,5,64,1958,954.91,RISKY_BENEFICIARY,1,112531.66,0.5626583,6.843817741986156,0,1,0,1,0,0,0,1,45,LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|FAILED_LOGIN_RISK,WARN,1,0.9965978233872972,100,100,1,75,BLOCK,2,RULE_WARN|LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_001582,ACC_0062,2026-07-01 05:45:14,2499.58,14162.14,50000.0,2,695,0,0,0,5,38,935,4746.57,NORMAL,0,16661.72,0.3332344,0.5266076345655916,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0018177291708762,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001583,ACC_0057,2026-07-01 05:45:18,2525.42,5341.06,50000.0,1,807,0,0,0,5,35,411,2416.18,NORMAL,0,7866.48,0.1573296,1.0452118633545515,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001584,ACC_0223,2026-07-01 05:45:40,7595.87,17392.92,50000.0,1,363,0,0,1,5,42,529,6338.0,NORMAL,0,24988.79,0.4997757999999999,1.1984648153991797,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0548922318308809,5,95,0,3,ALLOW,0,NO_RISK_SIGNAL
TXN_001585,ACC_0037,2026-07-01 05:45:40,9336.02,14173.63,100000.0,1,874,0,0,0,5,33,2074,7325.2,NORMAL,0,23509.65,0.2350965,1.2745071806913122,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0025,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001586,ACC_0053,2026-07-01 05:46:31,246002.3,134035.52,200000.0,2,109,0,0,0,5,66,1182,6696.12,HIGH_AMOUNT_RISK,1,380037.82,1.9001891,36.73803635538192,1,1,0,0,0,0,0,0,50,DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY,BLOCK,2,0.9978159197012136,100,100,1,88,BLOCK,2,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_001587,ACC_0255,2026-07-01 05:47:07,9029.55,29670.9,50000.0,2,220,0,0,0,5,49,386,1897.76,BENIGN_HIGH_VALUE,0,38700.45,0.774009,4.7580041733412015,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.2049129638392796,20,80,0,11,ALLOW,0,NO_RISK_SIGNAL
TXN_001588,ACC_0211,2026-07-01 05:47:22,3525.63,21989.29,50000.0,2,491,0,0,0,5,38,1800,2254.71,NORMAL,0,25514.92,0.5102984,1.5636733770640128,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.04104367133648,4,96,0,2,ALLOW,0,NO_RISK_SIGNAL
TXN_001589,ACC_0113,2026-07-01 05:47:30,6241.21,28424.11,100000.0,1,339,0,0,0,5,41,1163,2074.71,BENIGN_HIGH_VALUE,0,34665.32,0.3466532,3.0082324758640966,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.1205347187651436,12,88,0,7,ALLOW,0,NO_RISK_SIGNAL
TXN_001590,ACC_0290,2026-07-01 05:47:32,864.0,174895.53,500000.0,1,312,0,0,0,5,39,2024,1581.37,NORMAL,0,175759.53,0.35151906,0.5463616990331169,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0056097369613885,1,99,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_001591,ACC_0084,2026-07-01 05:48:32,2831.96,19252.19,50000.0,1,287,0,0,1,5,14,1585,3118.07,NORMAL,0,22084.15,0.4416829999999999,0.9082413159422336,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0035252525252525,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001592,ACC_0049,2026-07-01 05:48:36,2095.28,5947.34,50000.0,1,931,0,0,0,5,26,1952,1896.61,NORMAL,0,8042.620000000001,0.1608524,1.104750054043794,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001593,ACC_0195,2026-07-01 05:49:11,65883.69,44530.33,50000.0,2,242,0,0,2,5,56,246,3340.14,HIGH_AMOUNT_RISK,1,110414.02,2.2082804,19.72482889938745,1,1,0,0,0,0,0,0,50,DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY,BLOCK,2,0.9985454545454544,100,100,1,88,BLOCK,2,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_001594,ACC_0150,2026-07-01 05:49:11,627.98,20162.54,50000.0,1,812,0,0,0,5,34,2143,730.95,NORMAL,0,20790.52,0.4158104,0.8591285313632944,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001595,ACC_0214,2026-07-01 05:49:25,7012.02,14451.53,50000.0,1,891,0,0,0,5,23,1850,5033.76,NORMAL,0,21463.550000000003,0.429271,1.3929984743015162,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0023492063492063,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001596,ACC_0108,2026-07-01 05:49:46,4065.5,19873.66,100000.0,2,83,0,0,0,5,38,1194,3389.31,NORMAL,0,23939.16,0.2393916,1.1995066842513669,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.1217399322479113,12,88,0,7,ALLOW,0,NO_RISK_SIGNAL
TXN_001597,ACC_0047,2026-07-01 05:50:12,1122.18,15164.0,50000.0,2,300,0,0,0,5,28,2236,1336.4,NORMAL,0,16286.18,0.3257236,0.8397036815324753,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0007784228413811,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001598,ACC_0295,2026-07-01 05:51:00,8421.17,3654.91,50000.0,1,876,0,0,0,5,26,1316,6301.29,NORMAL,0,12076.08,0.2415216,1.3364200028882975,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0015,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001599,ACC_0199,2026-07-01 05:51:31,4828.84,48699.97,200000.0,2,208,0,0,0,5,36,2405,3780.76,NORMAL,0,53528.81,0.2676440499999999,1.2772141051005617,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0228043776960502,2,98,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_001600,ACC_0157,2026-07-01 05:51:33,1500.26,223366.26,500000.0,2,138,0,0,0,5,13,1405,1196.33,NORMAL,0,224866.52,0.44973304,1.254051975625455,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0496262837540856,5,95,0,3,ALLOW,0,NO_RISK_SIGNAL
TXN_001601,ACC_0194,2026-07-01 05:51:48,1722.92,84760.65,200000.0,1,960,0,0,0,5,29,2400,2629.29,NORMAL,0,86483.56999999999,0.4324178499999999,0.6552795621631695,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0019047619047619,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001602,ACC_0187,2026-07-01 05:52:02,1125.64,72188.7,200000.0,3,348,0,0,0,5,20,971,1066.84,NORMAL,0,73314.34,0.3665717,1.055116043642908,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,3.482358349614987e-05,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001603,ACC_0079,2026-07-01 05:52:04,5918.5,12844.53,100000.0,1,489,0,0,0,5,7,1684,9300.63,NORMAL,0,18763.03,0.1876303,0.636354741560518,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0005714285714285,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001604,ACC_0034,2026-07-01 05:52:19,4173.65,80970.11,200000.0,7,327,0,0,0,5,45,2223,1875.06,VELOCITY_SPIKE,1,85143.76,0.4257187999999999,2.2258754386526296,0,0,1,0,0,0,0,0,20,VELOCITY_SPIKE,WARN,1,0.8725636628776939,87,87,1,57,WARN,1,RULE_WARN|VELOCITY_SPIKE|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_001605,ACC_0191,2026-07-01 05:52:20,3003.06,35874.42,100000.0,1,397,0,0,0,5,25,1586,3828.31,NORMAL,0,38877.48,0.3887748,0.7844349073089693,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,2.5974025974025972e-05,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001606,ACC_0063,2026-07-01 05:52:20,449.05,30596.6,100000.0,1,945,0,0,0,5,30,2419,987.89,NORMAL,0,31045.65,0.3104564999999999,0.4545546568949984,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0020891025641025,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001607,ACC_0172,2026-07-01 05:52:43,4598.46,33101.77,200000.0,1,708,0,0,0,5,33,1935,4322.94,NORMAL,0,37700.23,0.1885011499999999,1.0637344029757527,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001608,ACC_0183,2026-07-01 05:52:45,3173.89,7161.26,100000.0,3,984,0,0,0,5,7,1749,3906.2,NORMAL,0,10335.15,0.1033515,0.8125262403358763,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0013333333333333,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001609,ACC_0259,2026-07-01 05:53:14,6871.3,21995.17,50000.0,1,293,0,0,0,5,27,1481,4468.06,NORMAL,0,28866.47,0.5773294,1.5378710223228873,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0435209679209679,4,96,0,2,ALLOW,0,NO_RISK_SIGNAL
TXN_001610,ACC_0221,2026-07-01 05:53:18,10934.77,26074.88,200000.0,1,978,0,0,0,5,44,1155,4514.8,NORMAL,0,37009.65,0.18504825,2.421983255072207,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.064450991123676,6,94,0,3,ALLOW,0,NO_RISK_SIGNAL
TXN_001611,ACC_0297,2026-07-01 05:53:19,956.83,112017.25,500000.0,2,692,0,0,1,5,40,1114,889.13,NORMAL,0,112974.08,0.22594816,1.0761418465241304,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0046549740688354,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001612,ACC_0156,2026-07-01 05:53:25,2122.76,13811.26,100000.0,1,92,0,0,0,5,16,341,2394.95,NORMAL,0,15934.02,0.1593402,0.8863483580032988,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0008668235834961,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001613,ACC_0095,2026-07-01 05:53:32,1056.05,78044.96,200000.0,1,428,0,0,0,5,43,742,895.26,NORMAL,0,79101.01000000001,0.39550505,1.1796014565601054,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.003099021687883,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001614,ACC_0240,2026-07-01 05:54:26,3028.11,85429.35,200000.0,3,198,0,0,0,5,36,376,3033.4,NORMAL,0,88457.46,0.4422873,0.9982560822839058,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0050933636363636,1,99,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_001615,ACC_0247,2026-07-01 05:54:31,15605.19,70651.73,200000.0,1,309,0,0,0,5,42,1057,2754.01,BENIGN_HIGH_VALUE,0,86256.92,0.4312846,5.666351974030595,0,1,0,0,0,0,0,0,20,LARGE_AMOUNT_ANOMALY,WARN,1,0.1362607751151332,14,86,0,17,WARN,1,RULE_WARN|LARGE_AMOUNT_ANOMALY
TXN_001616,ACC_0157,2026-07-01 05:54:56,1079.44,218825.76,500000.0,2,786,0,0,0,5,41,1405,1196.33,NORMAL,0,219905.2,0.4398104,0.9022928456195198,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.022703013485559,2,98,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_001617,ACC_0102,2026-07-01 05:55:04,1014.12,30730.52,100000.0,3,746,0,0,0,5,40,2018,1931.92,NORMAL,0,31744.64,0.3174464,0.5249285684707441,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0010249999999999,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001618,ACC_0077,2026-07-01 05:55:15,26611.99,38665.1,50000.0,9,8,1,1,6,5,65,590,2933.07,MIXED_RISK,1,65277.09,1.3055418,9.07308383366234,1,1,1,0,1,0,0,1,100,DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|VELOCITY_SPIKE|ACCOUNT_TAKEOVER_SIGNAL|FAILED_LOGIN_RISK,LOCK,3,0.9993333333333334,100,100,1,100,LOCK,3,RULE_LOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|VELOCITY_SPIKE|ACCOUNT_TAKEOVER_SIGNAL|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD|ATO_SECURITY_OVERRIDE
TXN_001619,ACC_0013,2026-07-01 05:55:44,2508.05,7991.26,100000.0,2,136,0,0,1,5,7,1910,1504.76,NORMAL,0,10499.31,0.1049931,1.666744198410378,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0089943196429922,1,99,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_001620,ACC_0096,2026-07-01 05:56:19,10112.72,26392.08,100000.0,1,143,0,0,0,5,34,621,11097.99,NORMAL,0,36504.8,0.365048,0.9112208607144175,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0122034285714285,1,99,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_001621,ACC_0196,2026-07-01 05:56:24,2978.52,14568.4,50000.0,2,639,0,0,0,5,8,876,7749.57,NORMAL,0,17546.92,0.3509384,0.3843464863211765,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,1.63265306122449e-05,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001622,ACC_0053,2026-07-01 05:56:49,7857.81,44868.07,200000.0,3,549,0,0,0,5,19,1182,6696.12,NORMAL,0,52725.88,0.2636294,1.17348703428254,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0031176470588235,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001623,ACC_0123,2026-07-01 05:57:17,23467.21,166550.48,500000.0,1,0,0,1,2,5,93,1193,3120.01,RISKY_BENEFICIARY,1,190017.69,0.38003538,7.521517559238592,0,1,0,1,0,1,0,0,45,LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK,BLOCK,2,0.9876387226300272,99,99,1,75,BLOCK,2,RULE_BLOCK|LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_001624,ACC_0216,2026-07-01 05:57:18,2267.27,27009.59,100000.0,2,713,0,0,0,5,36,225,2290.53,NORMAL,0,29276.86,0.2927686,0.9898451450101068,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,2.5e-05,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001625,ACC_0209,2026-07-01 05:57:21,3161.5,182232.45,500000.0,1,332,0,0,1,5,5,1953,3020.83,NORMAL,0,185393.95,0.3707879,1.0465666720735691,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0042132549560451,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001626,ACC_0010,2026-07-01 05:57:38,105739.87,83525.81,100000.0,2,77,0,1,1,5,35,1330,1762.59,HIGH_AMOUNT_RISK,1,189265.68,1.8926568,59.99118910240045,1,1,0,0,0,0,0,0,50,DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY,BLOCK,2,0.9849502554949924,98,98,1,86,BLOCK,2,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_001627,ACC_0168,2026-07-01 05:57:46,2356.44,19277.66,50000.0,2,959,0,0,0,5,20,855,2619.21,NORMAL,0,21634.1,0.4326819999999999,0.8996758564605358,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001628,ACC_0029,2026-07-01 05:57:47,3049.73,42568.09,100000.0,1,58,0,0,0,5,5,1125,2796.27,NORMAL,0,45617.82,0.4561782,1.0906421768999417,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0553484543234543,6,94,0,3,ALLOW,0,NO_RISK_SIGNAL
TXN_001629,ACC_0048,2026-07-01 05:57:58,13679.05,29833.95,50000.0,8,95,0,1,2,5,34,1704,3922.07,VELOCITY_SPIKE,1,43513.0,0.87026,3.4877118460404835,0,0,1,0,0,0,0,0,20,VELOCITY_SPIKE,WARN,1,0.9429364417545532,94,94,1,61,BLOCK,2,RULE_WARN|VELOCITY_SPIKE|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_001630,ACC_0236,2026-07-01 05:58:41,926.49,97129.3,200000.0,3,29,0,1,1,5,69,1668,814.97,SUBTLE_FRAUD,1,98055.79,0.49027895,1.136839392861087,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.7884119064561171,79,79,1,43,WARN,1,ML_PREDICTED_FRAUD
TXN_001631,ACC_0232,2026-07-01 05:59:02,2239.47,8656.31,50000.0,2,460,0,0,0,5,23,78,2696.1,NORMAL,0,10895.78,0.2179156,0.8306331367530877,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0044,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001632,ACC_0120,2026-07-01 05:59:16,2280.26,12022.92,50000.0,3,941,0,0,1,5,25,1115,2594.77,NORMAL,0,14303.18,0.2860636,0.8787907984137323,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.002075150060024,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001633,ACC_0299,2026-07-01 05:59:21,1115.56,5600.89,50000.0,1,424,0,0,0,5,37,83,1982.28,NORMAL,0,6716.450000000001,0.134329,0.5627661077143491,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0038761904761904,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001634,ACC_0286,2026-07-01 05:59:27,6315.03,44139.5,100000.0,1,77,0,0,1,5,14,427,4787.93,NORMAL,0,50454.53,0.5045453,1.3189478542919382,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.1493663669663669,15,85,0,8,ALLOW,0,NO_RISK_SIGNAL
TXN_001635,ACC_0078,2026-07-01 05:59:33,10647.96,33723.49,100000.0,2,722,0,0,0,5,10,1424,14563.56,NORMAL,0,44371.45,0.4437144999999999,0.7311371670113626,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0012,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001636,ACC_0207,2026-07-01 05:59:37,2330.18,8750.57,100000.0,1,275,1,0,0,5,34,2423,2942.63,NORMAL,0,11080.75,0.1108075,0.7918698579162177,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0124292406559318,1,99,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_001637,ACC_0223,2026-07-01 05:59:46,3064.21,14627.26,50000.0,1,668,0,1,0,5,13,529,6338.0,NORMAL,0,17691.47,0.3538294,0.4834663931839697,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0112418803418803,1,99,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_001638,ACC_0129,2026-07-01 05:59:51,624.71,62885.87,200000.0,2,529,0,0,1,5,8,1597,1147.52,NORMAL,0,63510.58,0.3175529,0.5444000976017848,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,8e-05,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001639,ACC_0116,2026-07-01 05:59:52,2951.68,21052.25,100000.0,1,350,1,0,0,5,12,122,3477.69,NORMAL,0,24003.93,0.2400393,0.8487473006507192,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0044691670178395,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001640,ACC_0215,2026-07-01 06:00:19,686.61,14881.48,50000.0,1,207,0,0,0,6,38,702,1191.62,NORMAL,0,15568.09,0.3113618,0.5761987882042934,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0031453054425444,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001641,ACC_0234,2026-07-01 06:00:25,4989.75,27496.42,50000.0,1,1,0,0,0,6,73,1247,814.41,RISKY_BENEFICIARY,1,32486.17,0.6497234,6.126828010461561,0,1,0,1,0,1,0,0,45,LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK,BLOCK,2,0.9407587718244236,94,94,1,72,BLOCK,2,RULE_BLOCK|LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_001642,ACC_0215,2026-07-01 06:00:32,899.59,19678.19,50000.0,1,796,0,0,0,6,13,702,1191.62,NORMAL,0,20577.78,0.4115555999999999,0.7549302630033066,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001643,ACC_0240,2026-07-01 06:00:40,5268.25,85127.03,200000.0,9,27,1,0,0,6,44,376,3033.4,VELOCITY_SPIKE,1,90395.28,0.4519764,1.7367475440100215,0,0,1,0,0,0,0,0,20,VELOCITY_SPIKE,WARN,1,0.9758954452670564,98,98,1,63,BLOCK,2,RULE_WARN|VELOCITY_SPIKE|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_001644,ACC_0076,2026-07-01 06:00:57,1404.72,69339.43,500000.0,1,980,0,0,0,6,34,845,2663.48,NORMAL,0,70744.15,0.1414882999999999,0.5274002432907324,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_001645,ACC_0192,2026-07-01 06:01:09,702.68,30712.41,100000.0,3,97,0,0,1,6,27,1529,502.78,NORMAL,0,31415.09,0.3141509,1.397589402919766,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0690428729488605,7,93,0,4,ALLOW,0,NO_RISK_SIGNAL
