audit_id,transaction_id,timestamp,severity,decision_source,amount,rule_risk_score,ml_fraud_score,model_confidence,final_risk_score,rule_action,final_action,final_reason,risk_type,is_fraud
AUD_TXN_000735,TXN_000735,2026-07-01T02:41:59,MEDIUM,RULE_ENGINE,998.32,25,16,84,20,WARN,WARN,RULE_WARN|VELOCITY_SPIKE|SUSPICIOUS_HOUR_ACTIVITY,BENIGN_VELOCITY,0
AUD_TXN_000736,TXN_000736,2026-07-01T02:42:07,MEDIUM,RULE_ENGINE,1640.11,25,25,75,25,WARN,WARN,RULE_WARN|VELOCITY_SPIKE|SUSPICIOUS_HOUR_ACTIVITY,BENIGN_VELOCITY,0
AUD_TXN_000737,TXN_000737,2026-07-01T02:42:11,MEDIUM,ML_AND_RULE_ENGINE,12842.0,25,89,89,60,WARN,WARN,RULE_WARN|VELOCITY_SPIKE|SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_000738,TXN_000738,2026-07-01T02:42:13,HIGH,ML_ENGINE,3173.0,15,99,99,61,ALLOW,BLOCK,HIGH_MERCHANT_RISK|SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
AUD_TXN_000739,TXN_000739,2026-07-01T02:42:27,MEDIUM,ML_ENGINE,13953.49,15,85,85,54,ALLOW,WARN,HIGH_MERCHANT_RISK|SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
AUD_TXN_000740,TXN_000740,2026-07-01T02:43:05,LOW,RULE_ENGINE_MONITORED,653.57,5,1,99,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000741,TXN_000741,2026-07-01T02:43:06,LOW,RULE_ENGINE_MONITORED,6291.52,5,1,99,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000742,TXN_000742,2026-07-01T02:43:09,MEDIUM,ML_ENGINE,59474.54,5,59,59,27,ALLOW,WARN,SUSPICIOUS_HOUR_ACTIVITY|ML_PREDICTED_FRAUD,BENIGN_HIGH_VALUE,0
AUD_TXN_000743,TXN_000743,2026-07-01T02:43:14,LOW,RULE_ENGINE_MONITORED,2502.75,5,2,98,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000744,TXN_000744,2026-07-01T02:43:21,LOW,RULE_ENGINE_MONITORED,2743.76,5,1,99,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000745,TXN_000745,2026-07-01T02:43:21,HIGH,ML_AND_RULE_ENGINE,3219.57,35,94,94,67,BLOCK,BLOCK,RULE_BLOCK|VELOCITY_SPIKE|HIGH_MERCHANT_RISK|SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_000746,TXN_000746,2026-07-01T02:43:26,LOW,RULE_ENGINE_MONITORED,3081.71,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000747,TXN_000747,2026-07-01T02:43:39,LOW,RULE_ENGINE_MONITORED,1004.87,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000748,TXN_000748,2026-07-01T02:43:44,LOW,RULE_ENGINE_MONITORED,6143.13,5,3,97,4,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,BENIGN_HIGH_VALUE,0
AUD_TXN_000749,TXN_000749,2026-07-01T02:43:48,LOW,RULE_ENGINE_MONITORED,406.64,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000750,TXN_000750,2026-07-01T02:43:53,LOW,RULE_ENGINE_MONITORED,5863.91,5,24,76,15,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,BENIGN_HIGH_VALUE,0
AUD_TXN_000751,TXN_000751,2026-07-01T02:44:17,LOW,RULE_ENGINE_MONITORED,1475.21,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000752,TXN_000752,2026-07-01T02:44:29,LOW,RULE_ENGINE_MONITORED,2826.44,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000753,TXN_000753,2026-07-01T02:45:17,CRITICAL,ML_AND_RULE_ENGINE,8359.84,65,100,100,99,BLOCK,LOCK,RULE_BLOCK|VELOCITY_SPIKE|ACCOUNT_TAKEOVER_SIGNAL|SUSPICIOUS_HOUR_ACTIVITY|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD|ATO_SECURITY_OVERRIDE,ACCOUNT_TAKEOVER,1
AUD_TXN_000754,TXN_000754,2026-07-01T02:45:20,LOW,RULE_ENGINE_MONITORED,2249.24,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000755,TXN_000755,2026-07-01T02:45:32,LOW,RULE_ENGINE_MONITORED,4317.85,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000756,TXN_000756,2026-07-01T02:46:04,LOW,RULE_ENGINE_MONITORED,2318.89,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000757,TXN_000757,2026-07-01T02:46:23,CRITICAL,ML_AND_RULE_ENGINE,41745.4,55,100,100,90,BLOCK,LOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,HIGH_AMOUNT_RISK,1
AUD_TXN_000758,TXN_000758,2026-07-01T02:46:27,HIGH,ML_AND_RULE_ENGINE,3536.78,35,84,84,62,BLOCK,BLOCK,RULE_BLOCK|VELOCITY_SPIKE|HIGH_MERCHANT_RISK|SUSPICIOUS_HOUR_ACTIVITY|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_000759,TXN_000759,2026-07-01T02:46:50,HIGH,ML_AND_RULE_ENGINE,13132.89,25,98,98,65,WARN,BLOCK,RULE_WARN|VELOCITY_SPIKE|SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_000760,TXN_000760,2026-07-01T02:47:03,LOW,RULE_ENGINE_MONITORED,2446.03,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000761,TXN_000761,2026-07-01T02:47:24,HIGH,ML_AND_RULE_ENGINE,17648.83,50,92,92,73,BLOCK,BLOCK,RULE_BLOCK|LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,RISKY_BENEFICIARY,1
AUD_TXN_000762,TXN_000762,2026-07-01T02:47:59,MEDIUM,RULE_ENGINE,739.5,25,15,85,20,WARN,WARN,RULE_WARN|VELOCITY_SPIKE|SUSPICIOUS_HOUR_ACTIVITY,BENIGN_VELOCITY,0
AUD_TXN_000763,TXN_000763,2026-07-01T02:48:06,LOW,RULE_ENGINE_MONITORED,2239.56,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000764,TXN_000764,2026-07-01T02:48:26,LOW,RULE_ENGINE_MONITORED,911.04,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000765,TXN_000765,2026-07-01T02:48:30,LOW,RULE_ENGINE_MONITORED,1615.18,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000766,TXN_000766,2026-07-01T02:48:34,CRITICAL,ML_AND_RULE_ENGINE,16104.67,100,100,100,100,LOCK,LOCK,RULE_LOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|VELOCITY_SPIKE|NEW_BENEFICIARY_RISK|ACCOUNT_TAKEOVER_SIGNAL|HIGH_MERCHANT_RISK|SUSPICIOUS_HOUR_ACTIVITY|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD|ATO_SECURITY_OVERRIDE,MIXED_RISK,1
AUD_TXN_000767,TXN_000767,2026-07-01T02:48:58,HIGH,ML_ENGINE,6611.41,5,94,94,54,ALLOW,BLOCK,SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
AUD_TXN_000768,TXN_000768,2026-07-01T02:49:05,HIGH,ML_AND_RULE_ENGINE,7208.39,30,99,99,68,BLOCK,BLOCK,RULE_BLOCK|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,RISKY_BENEFICIARY,1
AUD_TXN_000769,TXN_000769,2026-07-01T02:49:06,LOW,RULE_ENGINE_MONITORED,830.07,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000770,TXN_000770,2026-07-01T02:49:17,LOW,RULE_ENGINE_MONITORED,749.01,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000771,TXN_000771,2026-07-01T02:49:27,CRITICAL,ML_AND_RULE_ENGINE,8577.21,60,100,100,97,BLOCK,LOCK,RULE_BLOCK|NEW_BENEFICIARY_RISK|ACCOUNT_TAKEOVER_SIGNAL|SUSPICIOUS_HOUR_ACTIVITY|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD|ATO_SECURITY_OVERRIDE,ACCOUNT_TAKEOVER,1
AUD_TXN_000772,TXN_000772,2026-07-01T02:49:57,LOW,RULE_ENGINE_MONITORED,2319.24,5,5,95,5,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000773,TXN_000773,2026-07-01T02:50:06,LOW,RULE_ENGINE_MONITORED,3646.21,5,1,99,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000774,TXN_000774,2026-07-01T02:50:11,LOW,RULE_ENGINE_MONITORED,2711.65,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000775,TXN_000775,2026-07-01T02:50:46,LOW,RULE_ENGINE_MONITORED,1690.43,5,2,98,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000776,TXN_000776,2026-07-01T02:50:54,LOW,RULE_ENGINE_MONITORED,2658.76,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000777,TXN_000777,2026-07-01T02:50:57,LOW,RULE_ENGINE_MONITORED,553.82,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000778,TXN_000778,2026-07-01T02:51:20,LOW,RULE_ENGINE_MONITORED,1605.87,5,10,90,8,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000779,TXN_000779,2026-07-01T02:51:30,LOW,RULE_ENGINE_MONITORED,1973.33,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000780,TXN_000780,2026-07-01T02:51:30,LOW,RULE_ENGINE_MONITORED,5667.6,5,3,97,4,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000781,TXN_000781,2026-07-01T02:51:38,LOW,RULE_ENGINE_MONITORED,5861.53,5,1,99,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000782,TXN_000782,2026-07-01T02:51:38,MEDIUM,RULE_ENGINE,1001.91,25,2,98,12,WARN,WARN,RULE_WARN|VELOCITY_SPIKE|SUSPICIOUS_HOUR_ACTIVITY,BENIGN_VELOCITY,0
AUD_TXN_000783,TXN_000783,2026-07-01T02:51:58,LOW,RULE_ENGINE_MONITORED,8752.34,5,1,99,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000784,TXN_000784,2026-07-01T02:51:59,LOW,RULE_ENGINE_MONITORED,2109.18,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000785,TXN_000785,2026-07-01T02:52:00,LOW,RULE_ENGINE_MONITORED,2256.77,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000786,TXN_000786,2026-07-01T02:52:01,LOW,RULE_ENGINE_MONITORED,1000.58,5,1,99,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000787,TXN_000787,2026-07-01T02:52:13,LOW,RULE_ENGINE_MONITORED,1593.27,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000788,TXN_000788,2026-07-01T02:52:25,LOW,RULE_ENGINE_MONITORED,1791.94,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000789,TXN_000789,2026-07-01T02:52:40,LOW,RULE_ENGINE_MONITORED,2142.12,5,1,99,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000790,TXN_000790,2026-07-01T02:52:52,LOW,RULE_ENGINE_MONITORED,4045.9,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000791,TXN_000791,2026-07-01T02:52:53,LOW,RULE_ENGINE_MONITORED,550.71,5,8,92,7,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000792,TXN_000792,2026-07-01T02:53:05,LOW,RULE_ENGINE_MONITORED,2098.95,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000793,TXN_000793,2026-07-01T02:53:12,LOW,RULE_ENGINE_MONITORED,2862.37,5,2,98,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000794,TXN_000794,2026-07-01T02:53:23,LOW,RULE_ENGINE_MONITORED,510.66,5,12,88,9,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000795,TXN_000795,2026-07-01T02:53:28,LOW,RULE_ENGINE_MONITORED,4776.19,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000796,TXN_000796,2026-07-01T02:53:42,LOW,RULE_ENGINE_MONITORED,2071.81,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000797,TXN_000797,2026-07-01T02:54:14,MEDIUM,ML_ENGINE,14840.39,5,85,85,49,ALLOW,WARN,SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
AUD_TXN_000798,TXN_000798,2026-07-01T02:54:18,LOW,RULE_ENGINE_MONITORED,3385.76,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000799,TXN_000799,2026-07-01T02:54:29,LOW,RULE_ENGINE_MONITORED,2068.84,5,3,97,4,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000800,TXN_000800,2026-07-01T02:54:39,HIGH,ML_AND_RULE_ENGINE,5945.83,25,95,95,64,WARN,BLOCK,RULE_WARN|VELOCITY_SPIKE|SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_000801,TXN_000801,2026-07-01T02:54:46,LOW,RULE_ENGINE_MONITORED,5925.14,5,30,70,15,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,BENIGN_HIGH_VALUE,0
AUD_TXN_000802,TXN_000802,2026-07-01T02:54:55,LOW,RULE_ENGINE_MONITORED,3670.26,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000803,TXN_000803,2026-07-01T02:55:04,LOW,RULE_ENGINE_MONITORED,7510.39,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000804,TXN_000804,2026-07-01T02:55:33,HIGH,ML_AND_RULE_ENGINE,3941.52,25,95,95,64,WARN,BLOCK,RULE_WARN|VELOCITY_SPIKE|SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_000805,TXN_000805,2026-07-01T02:55:49,LOW,RULE_ENGINE_MONITORED,2070.97,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000806,TXN_000806,2026-07-01T02:56:01,CRITICAL,ML_AND_RULE_ENGINE,6122.2,75,100,100,100,LOCK,LOCK,RULE_LOCK|VELOCITY_SPIKE|ACCOUNT_TAKEOVER_SIGNAL|HIGH_MERCHANT_RISK|SUSPICIOUS_HOUR_ACTIVITY|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD|ATO_SECURITY_OVERRIDE,ACCOUNT_TAKEOVER,1
AUD_TXN_000807,TXN_000807,2026-07-01T02:56:09,LOW,RULE_ENGINE_MONITORED,2244.6,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000808,TXN_000808,2026-07-01T02:56:12,LOW,RULE_ENGINE_MONITORED,4125.58,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000809,TXN_000809,2026-07-01T02:56:43,MEDIUM,RULE_ENGINE,1124.92,25,23,77,24,WARN,WARN,RULE_WARN|VELOCITY_SPIKE|SUSPICIOUS_HOUR_ACTIVITY,BENIGN_VELOCITY,0
AUD_TXN_000810,TXN_000810,2026-07-01T02:56:50,CRITICAL,ML_AND_RULE_ENGINE,21585.55,100,100,100,100,LOCK,LOCK,RULE_LOCK|LARGE_AMOUNT_ANOMALY|VELOCITY_SPIKE|NEW_BENEFICIARY_RISK|ACCOUNT_TAKEOVER_SIGNAL|HIGH_MERCHANT_RISK|SUSPICIOUS_HOUR_ACTIVITY|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD|ATO_SECURITY_OVERRIDE,ACCOUNT_TAKEOVER,1
AUD_TXN_000811,TXN_000811,2026-07-01T02:57:01,LOW,RULE_ENGINE_MONITORED,3588.72,5,37,63,18,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,BENIGN_HIGH_VALUE,0
AUD_TXN_000812,TXN_000812,2026-07-01T02:57:02,CRITICAL,ML_AND_RULE_ENGINE,13136.62,90,100,100,100,LOCK,LOCK,RULE_LOCK|VELOCITY_SPIKE|NEW_BENEFICIARY_RISK|ACCOUNT_TAKEOVER_SIGNAL|HIGH_MERCHANT_RISK|SUSPICIOUS_HOUR_ACTIVITY|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD|ATO_SECURITY_OVERRIDE,ACCOUNT_TAKEOVER,1
AUD_TXN_000813,TXN_000813,2026-07-01T02:57:26,LOW,RULE_ENGINE_MONITORED,2165.96,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000814,TXN_000814,2026-07-01T02:57:39,LOW,RULE_ENGINE_MONITORED,864.36,5,1,99,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000815,TXN_000815,2026-07-01T02:57:48,CRITICAL,ML_AND_RULE_ENGINE,3855.61,75,100,100,100,LOCK,LOCK,RULE_LOCK|VELOCITY_SPIKE|ACCOUNT_TAKEOVER_SIGNAL|HIGH_MERCHANT_RISK|SUSPICIOUS_HOUR_ACTIVITY|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD|ATO_SECURITY_OVERRIDE,ACCOUNT_TAKEOVER,1
AUD_TXN_000816,TXN_000816,2026-07-01T02:58:00,LOW,RULE_ENGINE_MONITORED,7431.27,5,5,95,5,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000817,TXN_000817,2026-07-01T02:58:45,LOW,RULE_ENGINE_MONITORED,6454.05,5,4,96,4,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000818,TXN_000818,2026-07-01T02:58:49,LOW,RULE_ENGINE_MONITORED,13352.72,5,12,88,9,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000819,TXN_000819,2026-07-01T02:58:53,LOW,RULE_ENGINE_MONITORED,1409.87,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000820,TXN_000820,2026-07-01T02:58:56,CRITICAL,ML_AND_RULE_ENGINE,4030.55,75,100,100,100,LOCK,LOCK,RULE_LOCK|VELOCITY_SPIKE|ACCOUNT_TAKEOVER_SIGNAL|HIGH_MERCHANT_RISK|SUSPICIOUS_HOUR_ACTIVITY|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD|ATO_SECURITY_OVERRIDE,ACCOUNT_TAKEOVER,1
AUD_TXN_000821,TXN_000821,2026-07-01T02:59:04,LOW,RULE_ENGINE_MONITORED,2435.17,5,1,99,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000822,TXN_000822,2026-07-01T02:59:30,LOW,RULE_ENGINE_MONITORED,8611.61,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000823,TXN_000823,2026-07-01T02:59:36,LOW,RULE_ENGINE_MONITORED,302.17,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000824,TXN_000824,2026-07-01T02:59:45,LOW,RULE_ENGINE_MONITORED,6819.32,5,1,99,3,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000825,TXN_000825,2026-07-01T02:59:47,LOW,RULE_ENGINE_MONITORED,1501.64,5,0,100,2,ALLOW,ALLOW,LOW_RISK_SIGNAL_MONITORED|SUSPICIOUS_HOUR_ACTIVITY,NORMAL,0
AUD_TXN_000826,TXN_000826,2026-07-01T02:59:47,CRITICAL,ML_AND_RULE_ENGINE,125145.74,55,100,100,90,BLOCK,LOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,HIGH_AMOUNT_RISK,1
AUD_TXN_000827,TXN_000827,2026-07-01T03:00:39,MEDIUM,ML_ENGINE,1067.29,5,87,87,50,ALLOW,WARN,SUSPICIOUS_HOUR_ACTIVITY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
