transaction_id,daily_limit_breach,velocity_spike,large_amount_anomaly,new_beneficiary_risk,account_takeover_signal,high_merchant_risk,failed_login_risk,rule_risk_score,ml_fraud_score,model_confidence,autoencoder_anomaly_score,isolation_forest_anomaly_score,final_risk_score,final_action_code,final_action
TXN_001348,0,0,0,0,0,0,0,5,14,86,9,25,14,0,ALLOW
TXN_001349,0,0,0,0,0,0,0,5,0,100,4,13,5,0,ALLOW
TXN_001350,0,0,0,0,0,0,0,5,0,100,4,12,4,0,ALLOW
TXN_001351,0,0,0,0,0,0,0,5,0,100,3,19,6,0,ALLOW
TXN_001352,0,1,0,0,0,0,0,25,97,97,25,53,64,2,BLOCK
TXN_001353,0,0,0,0,0,0,0,5,0,100,6,8,4,0,ALLOW
TXN_001354,0,0,0,0,0,0,0,5,2,98,13,43,13,0,ALLOW
TXN_001355,0,0,0,0,0,0,0,5,0,100,4,9,4,0,ALLOW
TXN_001356,0,0,1,1,0,1,0,50,97,97,20,66,75,2,BLOCK
TXN_001357,0,0,0,0,0,0,0,5,99,99,39,71,64,2,BLOCK
TXN_001358,0,0,0,1,0,1,0,30,100,100,49,100,79,2,BLOCK
TXN_001359,0,0,0,0,0,0,0,5,4,96,4,11,6,0,ALLOW
TXN_001360,0,0,0,0,0,0,0,5,1,99,1,9,4,0,ALLOW
TXN_001361,0,0,0,0,0,0,0,5,0,100,1,7,3,0,ALLOW
TXN_001362,0,1,0,1,1,1,1,90,100,100,100,100,100,3,LOCK
TXN_001363,0,0,0,0,0,0,0,5,0,100,2,4,2,0,ALLOW
TXN_001364,0,1,0,0,0,0,0,25,23,77,16,39,28,1,WARN
TXN_001365,0,0,0,0,0,0,0,5,0,100,8,12,4,0,ALLOW
TXN_001366,0,0,0,0,0,0,0,5,0,100,3,7,3,0,ALLOW
TXN_001367,0,0,0,0,0,0,0,5,1,99,6,13,5,0,ALLOW
TXN_001368,1,0,1,0,0,0,0,55,100,100,100,80,100,3,LOCK
TXN_001369,0,0,0,0,0,0,0,5,1,99,3,21,7,0,ALLOW
TXN_001370,0,0,0,0,0,0,0,5,13,87,6,38,17,0,ALLOW
TXN_001371,0,1,1,1,1,1,1,100,100,100,100,100,100,3,LOCK
TXN_001372,0,0,0,0,0,0,0,5,0,100,11,11,4,0,ALLOW
TXN_001373,0,0,0,0,0,0,0,5,2,98,3,35,11,0,ALLOW
TXN_001374,0,0,0,0,0,0,0,5,2,98,3,31,10,0,ALLOW
TXN_001375,0,0,0,0,0,0,0,5,0,100,9,25,8,0,ALLOW
TXN_001376,0,0,0,0,0,0,0,5,99,99,26,50,59,2,BLOCK
TXN_001377,0,0,0,0,0,0,0,5,0,100,7,27,8,0,ALLOW
TXN_001378,0,0,0,0,0,0,0,5,0,100,4,18,6,0,ALLOW
TXN_001379,0,1,1,1,1,1,1,100,100,100,100,99,100,3,LOCK
TXN_001380,0,0,0,0,0,0,0,5,73,73,29,72,46,1,WARN
TXN_001381,0,0,0,0,0,0,0,5,0,100,8,24,8,0,ALLOW
TXN_001382,0,0,0,0,0,0,0,5,4,96,8,26,10,0,ALLOW
TXN_001383,0,0,0,0,0,0,0,5,1,99,10,30,9,0,ALLOW
TXN_001384,0,0,0,0,0,0,0,5,1,99,3,8,4,0,ALLOW
TXN_001385,0,0,0,0,0,0,0,5,1,99,2,10,4,0,ALLOW
TXN_001386,0,0,0,0,0,0,0,5,1,99,7,20,7,0,ALLOW
TXN_001387,0,0,0,0,0,0,0,5,0,100,1,8,4,0,ALLOW
TXN_001388,0,1,1,1,1,1,1,100,100,100,100,100,100,3,LOCK
TXN_001389,0,0,0,0,0,0,0,5,0,100,3,24,8,0,ALLOW
TXN_001390,0,0,0,0,0,0,0,5,4,96,5,14,7,0,ALLOW
TXN_001391,0,0,0,0,0,0,0,5,0,100,4,17,6,0,ALLOW
TXN_001392,1,0,1,0,0,0,0,55,100,100,100,90,100,3,LOCK
TXN_001393,0,0,0,0,0,0,0,5,0,100,2,21,7,0,ALLOW
TXN_001394,0,0,1,1,1,1,1,90,100,100,100,99,100,3,LOCK
TXN_001395,0,0,0,0,0,0,0,5,3,97,2,24,9,0,ALLOW
TXN_001396,0,0,0,0,0,0,0,5,2,98,4,20,7,0,ALLOW
TXN_001397,0,0,0,0,0,0,0,5,88,88,13,55,55,1,WARN
TXN_001398,0,0,0,0,1,1,1,55,100,100,100,86,100,3,LOCK
TXN_001399,0,0,0,0,0,0,0,5,0,100,2,12,4,0,ALLOW
TXN_001400,0,0,0,0,0,0,0,5,1,99,5,10,4,0,ALLOW
TXN_001401,0,0,0,0,0,0,0,5,4,96,15,62,19,0,ALLOW
TXN_001402,0,0,0,1,0,1,1,40,100,100,100,95,95,3,LOCK
TXN_001403,0,0,0,0,0,0,0,5,0,100,5,11,4,0,ALLOW
TXN_001404,0,0,1,1,0,1,0,50,98,98,24,75,78,2,BLOCK
TXN_001405,0,0,0,0,1,1,1,55,100,100,100,84,100,3,LOCK
TXN_001406,0,0,0,0,0,0,0,5,0,100,1,6,3,0,ALLOW
TXN_001407,1,0,0,0,1,1,1,85,99,99,100,94,100,3,LOCK
TXN_001408,0,0,0,0,0,0,0,5,5,95,5,18,8,0,ALLOW
TXN_001409,0,1,0,0,0,0,0,25,8,92,1,37,20,1,WARN
TXN_001410,0,0,1,1,1,0,1,80,100,100,100,98,100,3,LOCK
TXN_001411,0,0,0,0,0,0,0,5,6,94,19,64,20,0,ALLOW
TXN_001412,0,0,1,0,0,0,0,25,8,92,6,39,21,1,WARN
TXN_001413,0,0,0,0,0,0,0,5,0,100,9,11,4,0,ALLOW
TXN_001414,0,0,0,0,0,0,0,5,0,100,10,23,7,0,ALLOW
TXN_001415,0,0,0,0,0,0,0,5,40,60,5,59,32,0,ALLOW
TXN_001416,0,0,0,0,0,0,0,0,2,98,9,17,5,0,ALLOW
TXN_001417,0,0,0,0,0,0,0,0,0,100,1,16,4,0,ALLOW
TXN_001418,0,0,0,0,0,0,0,0,0,100,5,10,2,0,ALLOW
TXN_001419,0,0,0,0,0,0,0,0,1,99,2,10,3,0,ALLOW
TXN_001420,0,0,0,0,0,0,0,0,0,100,5,15,4,0,ALLOW
TXN_001421,0,0,0,0,0,0,0,0,2,98,10,17,5,0,ALLOW
TXN_001422,0,0,0,0,0,0,0,0,6,94,7,44,14,0,ALLOW
TXN_001423,1,1,1,1,0,1,1,100,100,100,100,100,100,3,LOCK
TXN_001424,0,0,0,0,0,0,0,0,0,100,5,9,2,0,ALLOW
TXN_001425,0,0,0,0,0,0,0,0,10,90,6,51,17,0,ALLOW
TXN_001426,0,0,0,0,0,0,0,0,0,100,7,27,7,0,ALLOW
TXN_001427,0,0,1,0,0,0,0,20,53,53,6,74,46,1,WARN
TXN_001428,0,0,0,0,0,0,0,0,0,100,4,24,6,0,ALLOW
TXN_001429,0,0,0,0,0,0,0,0,2,98,5,10,3,0,ALLOW
TXN_001430,0,0,0,0,0,0,0,0,0,100,4,31,8,0,ALLOW
TXN_001431,0,0,0,0,0,0,0,0,0,100,2,37,9,0,ALLOW
TXN_001432,0,0,1,0,0,0,0,20,39,61,10,93,48,1,WARN
TXN_001433,0,0,0,0,0,0,0,0,1,99,3,11,3,0,ALLOW
TXN_001434,0,0,0,0,0,0,0,0,0,100,3,13,3,0,ALLOW
TXN_001435,0,0,0,0,0,0,0,0,0,100,1,19,5,0,ALLOW
TXN_001436,0,0,1,0,0,0,0,20,21,79,2,39,25,1,WARN
TXN_001437,0,0,0,0,0,0,0,0,1,99,10,18,5,0,ALLOW
TXN_001438,0,1,0,0,0,0,0,20,57,57,6,20,31,1,WARN
TXN_001439,0,0,0,0,0,0,0,0,92,92,22,32,49,2,BLOCK
TXN_001440,0,0,0,0,0,0,0,0,1,99,8,31,8,0,ALLOW
TXN_001441,0,0,0,0,0,0,0,0,84,84,32,40,48,1,WARN
TXN_001442,0,0,0,0,0,0,0,0,2,98,7,30,8,0,ALLOW
TXN_001443,0,0,0,0,0,0,0,0,0,100,4,23,6,0,ALLOW
TXN_001444,0,0,0,0,0,0,0,0,10,90,7,10,7,0,ALLOW
TXN_001445,0,0,0,0,0,0,0,0,0,100,3,17,4,0,ALLOW
TXN_001446,0,0,0,0,0,0,0,0,0,100,4,6,2,0,ALLOW
TXN_001447,0,0,0,0,0,0,0,0,4,96,5,13,5,0,ALLOW
TXN_001448,0,0,0,0,0,0,0,0,1,99,2,31,8,0,ALLOW
TXN_001449,0,0,0,0,0,0,0,0,1,99,7,36,9,0,ALLOW
TXN_001450,0,0,0,0,0,0,0,0,1,99,5,20,5,0,ALLOW
TXN_001451,0,0,0,0,0,0,0,0,0,100,5,29,7,0,ALLOW
TXN_001452,0,0,0,0,0,0,0,0,0,100,6,7,2,0,ALLOW
TXN_001453,0,0,0,0,0,0,0,0,2,98,7,29,8,0,ALLOW
TXN_001454,0,0,0,0,0,0,0,0,2,98,2,50,13,0,ALLOW
TXN_001455,0,1,0,0,0,0,0,20,26,74,2,50,31,1,WARN
TXN_001456,0,0,0,0,0,0,0,0,0,100,4,27,7,0,ALLOW
TXN_001457,0,0,0,0,0,0,0,0,0,100,1,8,2,0,ALLOW
TXN_001458,0,0,0,0,0,0,0,0,1,99,8,34,9,0,ALLOW
TXN_001459,0,0,0,0,0,0,0,0,0,100,4,14,4,0,ALLOW
TXN_001460,0,0,0,0,0,0,0,0,0,100,4,3,1,0,ALLOW
TXN_001461,0,0,0,0,0,0,0,0,0,100,4,6,2,0,ALLOW
TXN_001462,0,0,0,0,0,0,0,0,10,90,5,47,16,0,ALLOW
TXN_001463,0,0,0,0,0,0,0,0,12,88,2,32,13,0,ALLOW
TXN_001464,0,1,0,0,0,0,0,20,98,98,34,85,71,2,BLOCK
TXN_001465,0,0,0,0,0,0,0,0,1,99,4,8,2,0,ALLOW
TXN_001466,0,1,0,0,0,0,0,20,100,100,56,56,65,2,BLOCK
TXN_001467,0,0,0,0,0,0,0,0,1,99,4,20,5,0,ALLOW
TXN_001468,0,0,0,0,0,0,0,0,8,92,9,39,13,0,ALLOW
TXN_001469,0,0,0,0,0,0,0,0,0,100,6,23,6,0,ALLOW
TXN_001470,0,0,0,0,0,0,0,0,0,100,4,18,4,0,ALLOW
TXN_001471,0,0,0,0,0,0,0,0,0,100,2,22,6,0,ALLOW
TXN_001472,0,0,0,0,0,0,0,0,0,100,4,10,2,0,ALLOW
TXN_001473,0,0,0,0,0,0,0,0,2,98,7,20,6,0,ALLOW
TXN_001474,0,1,0,0,0,0,0,20,99,99,100,75,84,3,LOCK
TXN_001475,0,0,0,0,0,0,0,0,0,100,6,10,2,0,ALLOW
TXN_001476,0,0,0,0,0,0,0,0,0,100,10,11,3,0,ALLOW
TXN_001477,0,0,0,0,0,0,0,0,1,99,4,10,3,0,ALLOW
TXN_001478,0,0,0,0,0,0,0,0,0,100,1,8,2,0,ALLOW
TXN_001479,0,1,0,0,0,0,0,20,6,94,5,46,20,1,WARN
TXN_001480,1,0,1,1,0,1,1,85,100,100,96,88,100,3,LOCK
TXN_001481,0,0,0,0,0,0,0,0,2,98,3,17,5,0,ALLOW
TXN_001482,1,0,1,0,0,0,0,50,100,100,100,89,100,3,LOCK
TXN_001483,0,0,0,0,0,0,0,0,16,84,3,40,17,0,ALLOW
TXN_001484,0,0,0,0,0,0,0,0,0,100,4,7,2,0,ALLOW
TXN_001485,0,0,0,0,0,0,0,0,1,99,1,15,4,0,ALLOW
TXN_001486,0,0,0,0,0,0,0,0,0,100,4,17,4,0,ALLOW
TXN_001487,0,0,0,0,0,0,0,0,0,100,5,12,3,0,ALLOW
TXN_001488,0,1,0,0,0,0,0,20,14,86,5,44,23,1,WARN
TXN_001489,0,0,0,0,0,0,0,0,0,100,3,15,4,0,ALLOW
TXN_001490,0,0,0,0,0,0,0,0,1,99,5,32,8,0,ALLOW
TXN_001491,0,0,0,0,0,0,0,0,1,99,5,28,7,0,ALLOW
TXN_001492,0,0,0,0,0,0,0,0,2,98,4,15,5,0,ALLOW
TXN_001493,0,0,0,0,0,0,0,0,10,90,3,54,18,0,ALLOW
TXN_001494,0,0,0,0,0,0,0,0,0,100,4,7,2,0,ALLOW
TXN_001495,0,0,0,0,0,0,0,0,0,100,3,5,1,0,ALLOW
TXN_001496,0,0,0,0,0,0,0,0,0,100,2,14,4,0,ALLOW
TXN_001497,0,0,0,0,0,0,0,0,0,100,3,15,4,0,ALLOW
TXN_001498,0,0,0,0,0,0,0,0,0,100,5,34,8,0,ALLOW
TXN_001499,0,0,1,1,0,1,0,45,100,100,23,82,79,2,BLOCK
TXN_001500,0,0,0,0,0,0,0,0,0,100,0,14,4,0,ALLOW
TXN_001501,0,0,0,0,0,0,0,0,0,100,3,6,2,0,ALLOW
TXN_001502,0,1,0,0,0,0,0,20,6,94,1,16,13,1,WARN
TXN_001503,0,0,0,0,0,0,0,0,2,98,6,15,5,0,ALLOW
TXN_001504,0,1,0,0,0,0,0,20,95,95,24,83,70,2,BLOCK
TXN_001505,0,0,0,0,0,0,0,0,0,100,2,6,2,0,ALLOW
TXN_001506,0,0,0,0,0,0,0,0,1,99,3,9,3,0,ALLOW
TXN_001507,0,0,0,0,0,0,0,0,0,100,2,19,5,0,ALLOW
TXN_001508,0,0,0,0,0,0,0,0,3,97,9,15,5,0,ALLOW
TXN_001509,0,0,0,0,0,0,0,0,0,100,7,13,3,0,ALLOW
TXN_001510,0,0,0,0,0,0,0,0,3,97,3,21,7,0,ALLOW
TXN_001511,0,0,0,0,0,0,0,0,4,96,3,54,15,0,ALLOW
TXN_001512,0,0,0,0,0,0,0,0,6,94,22,70,20,0,ALLOW
TXN_001513,0,0,0,0,0,0,0,0,0,100,4,16,4,0,ALLOW
TXN_001514,0,0,0,0,0,0,0,0,1,99,4,9,3,0,ALLOW
TXN_001515,0,0,0,0,0,0,0,0,19,81,7,71,26,0,ALLOW
TXN_001516,0,0,0,0,0,0,0,0,1,99,4,23,6,0,ALLOW
TXN_001517,0,0,0,0,0,0,0,0,0,100,3,10,2,0,ALLOW
TXN_001518,0,0,0,0,0,0,0,0,1,99,4,21,6,0,ALLOW
TXN_001519,0,0,0,0,0,0,0,0,0,100,4,19,5,0,ALLOW
TXN_001520,0,0,0,0,0,0,0,0,1,99,4,9,3,0,ALLOW
TXN_001521,0,1,0,0,0,0,0,20,14,86,4,28,19,1,WARN
TXN_001522,0,0,0,0,0,0,0,0,1,99,19,53,14,0,ALLOW
TXN_001523,0,0,0,0,0,0,0,0,1,99,6,53,14,0,ALLOW
TXN_001524,0,0,0,0,0,0,0,0,0,100,4,19,5,0,ALLOW
TXN_001525,0,0,0,0,0,0,0,0,2,98,3,23,7,0,ALLOW
TXN_001526,0,0,0,0,0,0,0,0,0,100,4,19,5,0,ALLOW
TXN_001527,1,0,1,0,0,0,0,50,100,100,100,92,100,3,LOCK
TXN_001528,0,0,0,0,0,0,0,0,0,100,2,9,2,0,ALLOW
TXN_001529,0,0,0,0,0,0,0,0,3,97,4,68,18,0,ALLOW
TXN_001530,0,0,0,0,0,0,0,0,0,100,2,7,2,0,ALLOW
TXN_001531,0,0,0,0,0,0,0,0,0,100,5,18,4,0,ALLOW
TXN_001532,0,0,1,0,0,0,0,20,12,88,3,61,27,1,WARN
TXN_001533,0,0,0,0,0,0,0,0,0,100,4,14,4,0,ALLOW
TXN_001534,1,0,1,0,0,0,0,50,100,100,100,82,100,3,LOCK
TXN_001535,0,0,0,0,0,0,0,0,2,98,7,22,6,0,ALLOW
TXN_001536,0,0,0,0,0,0,0,0,0,100,3,7,2,0,ALLOW
TXN_001537,0,0,0,0,0,0,0,0,0,100,3,7,2,0,ALLOW
TXN_001538,0,0,0,0,0,0,0,0,0,100,5,9,2,0,ALLOW
TXN_001539,0,0,0,0,0,0,0,0,0,100,2,8,2,0,ALLOW
TXN_001540,0,0,0,0,0,0,0,0,0,100,8,13,3,0,ALLOW
TXN_001541,0,0,0,0,0,0,0,0,25,75,3,57,26,0,ALLOW
TXN_001542,0,0,0,0,0,0,0,0,0,100,11,15,4,0,ALLOW
TXN_001543,0,0,0,0,0,0,0,0,2,98,4,20,6,0,ALLOW
TXN_001544,1,0,1,0,0,0,0,50,100,100,100,92,100,3,LOCK
TXN_001545,0,0,0,0,0,0,0,0,7,93,5,23,9,0,ALLOW
TXN_001546,0,0,0,0,0,0,0,0,2,98,1,45,12,0,ALLOW
TXN_001547,0,0,0,0,0,0,0,0,0,100,5,12,3,0,ALLOW
TXN_001548,0,0,0,0,0,0,0,0,2,98,8,19,6,0,ALLOW
TXN_001549,0,0,0,0,0,0,0,0,2,98,10,16,5,0,ALLOW
TXN_001550,0,0,0,0,0,0,0,0,0,100,1,21,5,0,ALLOW
TXN_001551,0,0,0,0,0,0,0,0,0,100,5,15,4,0,ALLOW
TXN_001552,0,0,0,0,0,0,0,0,0,100,3,38,10,0,ALLOW
TXN_001553,0,0,0,0,0,0,0,0,0,100,3,6,2,0,ALLOW
TXN_001554,1,1,1,1,1,1,1,100,100,100,100,100,100,3,LOCK
TXN_001555,0,0,0,0,0,0,0,0,2,98,4,41,11,0,ALLOW
TXN_001556,0,0,0,0,0,0,0,0,0,100,6,6,2,0,ALLOW
TXN_001557,0,0,0,0,0,0,0,0,0,100,2,5,1,0,ALLOW
TXN_001558,0,0,0,1,0,1,0,25,97,97,22,49,63,2,BLOCK
TXN_001559,0,0,0,0,0,0,0,0,0,100,3,20,5,0,ALLOW
TXN_001560,0,0,0,0,0,0,0,0,20,80,6,37,18,0,ALLOW
TXN_001561,1,1,1,1,1,1,1,100,100,100,100,100,100,3,LOCK
TXN_001562,0,0,0,0,0,0,0,0,0,100,4,7,2,0,ALLOW
TXN_001563,1,0,1,0,0,0,0,50,99,99,100,95,100,3,LOCK
TXN_001564,0,0,0,0,0,0,0,0,1,99,3,12,3,0,ALLOW
TXN_001565,1,1,1,1,0,1,1,100,100,100,100,100,100,3,LOCK
TXN_001566,0,0,0,0,0,0,0,0,0,100,12,22,6,0,ALLOW
TXN_001567,0,0,0,0,0,0,0,0,0,100,5,21,5,0,ALLOW
TXN_001568,0,0,0,0,0,0,0,0,0,100,4,10,2,0,ALLOW
TXN_001569,0,0,0,0,0,0,0,0,0,100,3,17,4,0,ALLOW
TXN_001570,0,0,0,0,0,0,0,0,1,99,8,43,11,0,ALLOW
TXN_001571,0,0,0,0,0,0,0,0,0,100,4,23,6,0,ALLOW
TXN_001572,1,1,1,0,0,0,1,80,100,100,100,96,100,3,LOCK
TXN_001573,0,0,0,0,0,0,0,0,3,97,2,10,4,0,ALLOW
TXN_001574,0,1,0,0,0,0,0,20,17,83,7,33,22,1,WARN
TXN_001575,0,0,0,0,0,0,0,0,1,99,2,9,3,0,ALLOW
TXN_001576,0,0,0,0,0,0,0,0,3,97,10,23,7,0,ALLOW
TXN_001577,0,0,0,0,0,0,0,0,0,100,3,13,3,0,ALLOW
TXN_001578,0,0,0,0,0,0,0,0,0,100,5,28,7,0,ALLOW
TXN_001579,0,0,0,0,0,0,0,0,0,100,6,22,6,0,ALLOW
TXN_001580,0,0,0,0,0,0,0,0,0,100,4,37,9,0,ALLOW
TXN_001581,0,0,1,1,0,0,1,45,100,100,26,74,77,2,BLOCK
TXN_001582,0,0,0,0,0,0,0,0,0,100,4,8,2,0,ALLOW
TXN_001583,0,0,0,0,0,0,0,0,0,100,4,10,2,0,ALLOW
TXN_001584,0,0,0,0,0,0,0,0,5,95,6,25,8,0,ALLOW
TXN_001585,0,0,0,0,0,0,0,0,0,100,8,17,4,0,ALLOW
TXN_001586,1,0,1,0,0,0,0,50,100,100,100,95,100,3,LOCK
TXN_001587,0,0,0,0,0,0,0,0,20,80,6,45,20,0,ALLOW
TXN_001588,0,0,0,0,0,0,0,0,4,96,4,10,4,0,ALLOW
TXN_001589,0,0,0,0,0,0,0,0,12,88,1,14,9,0,ALLOW
TXN_001590,0,0,0,0,0,0,0,0,1,99,3,48,12,0,ALLOW
TXN_001591,0,0,0,0,0,0,0,0,0,100,4,19,5,0,ALLOW
TXN_001592,0,0,0,0,0,0,0,0,0,100,7,9,2,0,ALLOW
TXN_001593,1,0,1,0,0,0,0,50,100,100,100,81,100,3,LOCK
TXN_001594,0,0,0,0,0,0,0,0,0,100,8,10,2,0,ALLOW
TXN_001595,0,0,0,0,0,0,0,0,0,100,5,14,4,0,ALLOW
TXN_001596,0,0,0,0,0,0,0,0,12,88,4,7,7,0,ALLOW
TXN_001597,0,0,0,0,0,0,0,0,0,100,2,6,2,0,ALLOW
TXN_001598,0,0,0,0,0,0,0,0,0,100,5,16,4,0,ALLOW
TXN_001599,0,0,0,0,0,0,0,0,2,98,2,17,5,0,ALLOW
TXN_001600,0,0,0,0,0,0,0,0,5,95,7,59,17,0,ALLOW
TXN_001601,0,0,0,0,0,0,0,0,0,100,11,23,6,0,ALLOW
TXN_001602,0,0,0,0,0,0,0,0,0,100,3,14,4,0,ALLOW
TXN_001603,0,0,0,0,0,0,0,0,0,100,7,18,4,0,ALLOW
TXN_001604,0,1,0,0,0,0,0,20,87,87,13,44,56,1,WARN
TXN_001605,0,0,0,0,0,0,0,0,0,100,1,4,1,0,ALLOW
TXN_001606,0,0,0,0,0,0,0,0,0,100,10,15,4,0,ALLOW
TXN_001607,0,0,0,0,0,0,0,0,0,100,5,10,2,0,ALLOW
TXN_001608,0,0,0,0,0,0,0,0,0,100,11,18,4,0,ALLOW
TXN_001609,0,0,0,0,0,0,0,0,4,96,3,14,5,0,ALLOW
TXN_001610,0,0,0,0,0,0,0,0,6,94,13,24,9,0,ALLOW
TXN_001611,0,0,0,0,0,0,0,0,0,100,6,44,11,0,ALLOW
TXN_001612,0,0,0,0,0,0,0,0,0,100,3,12,3,0,ALLOW
TXN_001613,0,0,0,0,0,0,0,0,0,100,3,17,4,0,ALLOW
TXN_001614,0,0,0,0,0,0,0,0,1,99,7,23,6,0,ALLOW
TXN_001615,0,0,1,0,0,0,0,20,14,86,7,41,23,1,WARN
TXN_001616,0,0,0,0,0,0,0,0,2,98,11,54,14,0,ALLOW
TXN_001617,0,0,0,0,0,0,0,0,0,100,4,11,3,0,ALLOW
TXN_001618,1,1,1,0,1,0,1,100,100,100,100,100,100,3,LOCK
TXN_001619,0,0,0,0,0,0,0,0,1,99,6,24,6,0,ALLOW
TXN_001620,0,0,0,0,0,0,0,0,1,99,6,25,7,0,ALLOW
TXN_001621,0,0,0,0,0,0,0,0,0,100,6,15,4,0,ALLOW
TXN_001622,0,0,0,0,0,0,0,0,0,100,1,18,4,0,ALLOW
TXN_001623,0,0,1,1,0,1,0,45,99,99,100,99,96,3,LOCK
TXN_001624,0,0,0,0,0,0,0,0,0,100,3,9,2,0,ALLOW
TXN_001625,0,0,0,0,0,0,0,0,0,100,3,61,15,0,ALLOW
TXN_001626,1,0,1,0,0,0,0,50,98,98,100,95,100,3,LOCK
TXN_001627,0,0,0,0,0,0,0,0,0,100,7,8,2,0,ALLOW
TXN_001628,0,0,0,0,0,0,0,0,6,94,8,15,6,0,ALLOW
TXN_001629,0,1,0,0,0,0,0,20,94,94,82,80,69,2,BLOCK
TXN_001630,0,0,0,0,0,0,0,0,79,79,37,74,54,1,WARN
TXN_001631,0,0,0,0,0,0,0,0,0,100,0,11,3,0,ALLOW
TXN_001632,0,0,0,0,0,0,0,0,0,100,2,19,5,0,ALLOW
TXN_001633,0,0,0,0,0,0,0,0,0,100,3,17,4,0,ALLOW
TXN_001634,0,0,0,0,0,0,0,0,15,85,8,29,14,0,ALLOW
TXN_001635,0,0,0,0,0,0,0,0,0,100,9,34,8,0,ALLOW
TXN_001636,0,0,0,0,0,0,0,0,1,99,7,40,10,0,ALLOW
TXN_001637,0,0,0,0,0,0,0,0,1,99,5,37,10,0,ALLOW
TXN_001638,0,0,0,0,0,0,0,0,0,100,2,27,7,0,ALLOW
TXN_001639,0,0,0,0,0,0,0,0,0,100,2,40,10,0,ALLOW
TXN_001640,0,0,0,0,0,0,0,0,0,100,4,9,2,0,ALLOW
TXN_001641,0,0,1,1,0,1,0,45,94,94,9,56,70,2,BLOCK
TXN_001642,0,0,0,0,0,0,0,0,0,100,6,8,2,0,ALLOW
TXN_001643,0,1,0,0,0,0,0,20,98,98,100,70,83,3,LOCK
TXN_001644,0,0,0,0,0,0,0,0,0,100,13,31,8,0,ALLOW
TXN_001645,0,0,0,0,0,0,0,0,7,93,6,23,9,0,ALLOW
TXN_001646,0,0,0,0,0,0,0,0,1,99,4,32,8,0,ALLOW
TXN_001647,0,1,0,0,0,0,0,20,8,92,6,31,17,1,WARN
TXN_001648,0,0,0,0,0,0,0,0,1,99,5,19,5,0,ALLOW
TXN_001649,0,0,0,0,0,0,0,0,0,100,1,3,1,0,ALLOW
TXN_001650,0,0,0,0,0,0,0,0,87,87,8,29,46,1,WARN
TXN_001651,0,0,0,0,0,0,0,0,1,99,3,12,3,0,ALLOW
TXN_001652,0,0,0,0,0,0,0,0,0,100,4,11,3,0,ALLOW
TXN_001653,0,0,0,0,0,0,0,0,4,96,1,43,13,0,ALLOW
TXN_001654,0,0,0,1,0,0,0,15,93,93,10,47,58,2,BLOCK
TXN_001655,0,0,0,0,0,0,0,0,0,100,3,32,8,0,ALLOW
TXN_001656,0,0,0,0,0,0,0,0,0,100,3,3,1,0,ALLOW
TXN_001657,0,0,0,0,0,0,0,0,0,100,17,28,7,0,ALLOW
TXN_001658,0,0,0,0,0,0,0,0,22,78,2,58,24,0,ALLOW
TXN_001659,0,1,0,0,0,0,0,20,95,95,100,71,82,3,LOCK
TXN_001660,0,0,0,0,0,0,0,0,0,100,5,17,4,0,ALLOW
TXN_001661,0,0,0,0,0,0,0,0,0,100,6,17,4,0,ALLOW
TXN_001662,0,0,0,0,0,0,0,0,0,100,2,20,5,0,ALLOW
TXN_001663,1,0,1,1,0,1,0,75,99,99,30,100,100,3,LOCK
TXN_001664,0,0,0,0,0,0,0,0,0,100,1,21,5,0,ALLOW
TXN_001665,0,0,0,0,0,0,0,0,0,100,6,10,2,0,ALLOW
TXN_001666,0,0,0,0,0,0,0,0,2,98,3,16,5,0,ALLOW
TXN_001667,0,0,0,0,0,0,0,0,0,100,1,6,2,0,ALLOW
TXN_001668,0,0,0,0,0,0,0,0,10,90,8,24,10,0,ALLOW
TXN_001669,0,0,0,0,0,0,0,0,39,61,6,56,28,0,ALLOW
TXN_001670,0,0,0,0,0,0,0,0,14,86,6,14,10,0,ALLOW
TXN_001671,1,1,1,0,0,1,1,90,100,100,100,100,100,3,LOCK
TXN_001672,0,0,0,0,0,0,0,0,3,97,9,36,10,0,ALLOW
TXN_001673,0,0,0,0,0,0,0,0,1,99,1,29,8,0,ALLOW
TXN_001674,0,0,0,0,0,0,0,0,1,99,3,7,2,0,ALLOW
TXN_001675,0,0,0,0,0,0,0,0,1,99,4,18,5,0,ALLOW
TXN_001676,0,0,0,0,0,0,0,0,0,100,5,13,3,0,ALLOW
TXN_001677,0,0,0,0,0,0,0,0,0,100,1,3,1,0,ALLOW
TXN_001678,0,0,0,0,0,0,0,0,0,100,0,17,4,0,ALLOW
TXN_001679,0,1,0,0,0,0,0,20,99,99,46,54,64,2,BLOCK
TXN_001680,0,0,0,0,0,0,0,0,0,100,3,14,4,0,ALLOW
TXN_001681,0,0,0,0,0,0,0,0,1,99,2,44,11,0,ALLOW
TXN_001682,0,0,0,0,0,0,0,0,3,97,7,30,9,0,ALLOW
TXN_001683,0,1,0,0,0,0,0,20,96,96,52,61,64,2,BLOCK
TXN_001684,0,0,0,0,0,0,0,0,0,100,3,9,2,0,ALLOW
TXN_001685,0,0,0,0,0,0,0,0,1,99,4,20,5,0,ALLOW
TXN_001686,0,0,0,0,0,0,0,0,11,89,9,36,14,0,ALLOW
TXN_001687,0,1,0,0,0,0,0,20,97,97,51,68,67,2,BLOCK
